date,league,season,venue,ht_goals_home,ht_goals_away,ht_sot_home,ht_sot_away,ht_reds_home,ht_reds_away,elo_home,elo_away,ft_goals_home,ft_goals_away,ft_sot_home,ft_sot_away
2021-03-20,Serie A,2022-23,Home,2,0,2.0,3,0,0,1808,1885,3,1,4,3
2021-03-21,Premier League,2021-22,Away,1,0,4.0,1,0,0,1524,1428,1,1,5,4
2021-03-21,La Liga,2023-24,Home,1,0,3.0,4,0,0,1738,1295,2,0,3,8
2021-03-21,La Liga,2022-23,Away,4,2,1.0,2,0,0,1207,1655,4,2,2,2
2021-03-21,La Liga,2022-23,Home,0,0,5.0,2,0,0,1502,1614,0,0,6,3
2021-03-22,Serie A,2020-21,Home,0,0,1.0,3,0,0,1571,1767,2,1,3,8
2021-03-23,Bundesliga,2021-22,Away,2,2,4.0,2,0,0,1042,1258,2,2,5,5
2021-03-23,Serie A,2023-24,Home,0,1,4.0,4,0,0,1633,1647,1,3,7,6
2021-03-23,Premier League,2021-22,Home,2,1,1.0,2,0,0,1785,1522,4,1,6,8
2021-03-23,Serie A,2020-21,Home,0,0,,4,0,0,1533,1395,0,0,10,4
2021-03-23,Bundesliga,2021-22,Away,1,0,0.0,0,0,0,1334,1779,1,0,2,3
2021-03-23,Bundesliga,2023-24,Home,2,1,4.0,1,0,0,1363,1395,3,1,4,1
2021-03-24,Bundesliga,2021-22,Home,2,0,1.0,2,0,0,1942,1474,5,1,3,5
2021-03-24,Premier League,2022-23,Home,4,0,2.0,1,0,0,1735,1522,4,1,6,2
2021-03-24,Serie A,2023-24,Away,1,1,4.0,2,0,0,1535,1142,3,2,6,5
2021-03-24,Serie A,2020-21,Home,0,0,4.0,2,0,0,1171,1251,0,0,4,5
2021-03-25,Premier League,2022-23,Away,1,0,3.0,0,0,0,1741,1333,1,0,6,2
2021-03-25,Premier League,2023-24,Home,1,1,3.0,4,0,0,1492,1218,3,4,6,5
2021-03-26,Ligue 1,2021-22,Home,0,0,5.0,3,0,0,1547,1445,1,1,8,5
2021-03-26,La Liga,2023-24,Home,1,0,2.0,0,0,0,1659,1483,2,0,5,1
2021-03-26,Bundesliga,2022-23,Away,0,0,4.0,1,0,0,1793,1740,0,2,7,1
2021-03-26,Serie A,2021-22,Away,0,0,4.0,3,0,1,1389,1423,0,1,6,6
2021-03-26,Premier League,2021-22,Home,0,1,4.0,0,1,0,1946,1123,0,2,6,2
2021-03-27,Bundesliga,2022-23,Home,1,1,1.0,2,0,0,1133,1545,2,2,3,3
2021-03-27,La Liga,2021-22,Away,1,0,6.0,4,0,0,1409,1406,2,0,8,6
2021-03-27,Bundesliga,2022-23,Home,0,0,2.0,2,0,0,1306,1666,0,1,3,4
2021-03-30,Bundesliga,2021-22,Home,1,1,3.0,2,0,0,1263,1542,2,1,5,2
2021-03-30,La Liga,2020-21,Away,0,1,4.0,4,0,0,2016,1427,0,1,7,5
2021-03-30,Ligue 1,2020-21,Away,0,1,3.0,0,0,0,1448,1436,4,3,4,1
2021-03-30,Ligue 1,2021-22,Home,2,0,4.0,4,0,0,1685,1543,2,1,5,6
2021-03-30,Premier League,2020-21,Home,0,1,1.0,5,0,0,2011,1352,0,1,2,6
2021-03-30,La Liga,2020-21,Away,1,3,2.0,2,0,0,1549,1616,1,3,2,5
2021-03-30,Bundesliga,2020-21,Home,0,0,3.0,2,0,0,1605,1342,1,0,7,3
2021-03-31,Premier League,2023-24,Away,0,0,3.0,2,0,0,1496,1372,1,0,5,3
2021-03-31,Bundesliga,2021-22,Away,1,1,2.0,3,0,0,1662,1492,1,1,4,4
2021-04-01,La Liga,2023-24,Away,0,0,0.0,0,0,0,1448,1506,1,0,0,2
2021-04-01,Ligue 1,2022-23,Away,1,0,,2,0,0,1896,1196,2,0,5,4
2021-04-02,Serie A,2022-23,Home,0,0,3.0,1,0,0,1443,1237,1,1,5,3
2021-04-02,Ligue 1,2021-22,Away,0,1,1.0,0,0,0,1633,1336,0,2,3,0
2021-04-02,Bundesliga,2021-22,Home,0,1,4.0,4,0,0,1191,1475,2,2,6,7
2021-04-02,Ligue 1,2023-24,Home,2,0,3.0,7,0,0,1692,1512,3,0,3,8
2021-04-02,La Liga,2022-23,Home,0,1,1.0,3,0,0,1556,1584,1,2,4,4
2021-04-03,Premier League,2023-24,Home,2,1,5.0,0,0,0,980,1381,2,1,6,1
2021-04-03,La Liga,2020-21,Home,1,0,3.0,2,0,0,1406,1424,1,1,5,5
2021-04-03,Serie A,2020-21,Away,1,2,2.0,0,0,0,1451,1360,1,2,3,3
2021-04-04,Premier League,2023-24,Home,1,1,2.0,0,0,0,1656,1480,2,1,2,1
2021-04-04,Ligue 1,2023-24,Home,1,1,2.0,3,0,0,1251,1417,1,2,3,6
2021-04-04,Ligue 1,2020-21,Away,0,0,2.0,2,0,0,1271,1152,0,1,3,3
2021-04-04,La Liga,2021-22,Away,2,1,1.0,1,1,0,1402,1704,2,1,3,1
2021-04-04,,2021-22,Away,1,0,1.0,1,0,0,1636,1003,3,0,6,2
2021-04-05,Premier League,2023-24,Home,1,0,2.0,1,0,0,1301,1302,1,3,4,5
2021-04-05,Bundesliga,2020-21,Home,0,1,2.0,2,1,0,1393,1327,0,1,4,3
2021-04-06,Serie A,2022-23,Away,1,0,2.0,4,0,0,1338,1834,2,1,3,7
2021-04-06,Premier League,2022-23,Home,0,0,4.0,1,0,0,1278,1575,1,2,7,3
2021-04-07,,2022-23,Home,0,0,3.0,1,0,0,1707,1529,1,1,4,2
2021-04-07,Premier League,2023-24,Away,0,0,2.0,3,0,0,1392,1600,0,0,7,3
2021-04-07,Bundesliga,2020-21,Home,1,1,1.0,0,0,0,1228,808,1,1,2,2
2021-04-07,,2023-24,Home,0,0,1.0,4,0,0,1841,1562,1,2,6,9
2021-04-08,Premier League,2022-23,Away,0,0,3.0,0,0,0,1362,1599,1,1,5,0
2021-04-08,Premier League,2023-24,Away,0,1,3.0,0,0,0,1948,1359,1,1,4,2
2021-04-08,Serie A,2021-22,Away,2,0,2.0,3,0,0,1481,1393,2,2,4,4
2021-04-10,Bundesliga,2022-23,Home,1,0,2.0,2,0,0,1387,1735,2,0,2,6
2021-04-10,Premier League,2022-23,Away,2,1,0.0,1,0,0,1423,1280,4,1,1,1
2021-04-10,Bundesliga,2020-21,Home,1,1,1.0,2,0,0,1742,1474,2,1,2,2
2021-04-10,La Liga,2021-22,Home,1,1,3.0,3,0,0,1554,1686,3,1,7,5
2021-04-11,Bundesliga,2022-23,Away,0,0,4.0,4,0,0,1497,1481,0,1,9,4
2021-04-11,La Liga,2023-24,Home,1,1,5.0,2,0,0,1535,1670,1,2,9,5
2021-04-11,Bundesliga,2021-22,Neutral,0,0,1.0,0,0,0,1551,1535,0,0,4,3
2021-04-11,Premier League,2021-22,Neutral,1,1,3.0,2,0,0,1378,1363,2,1,5,5
2021-04-11,Ligue 1,2021-22,Away,2,0,3.0,2,0,0,1553,1559,2,1,8,3
2021-04-11,Bundesliga,2023-24,Home,0,1,2.0,2,0,0,1464,1172,1,2,8,3
2021-04-13,Premier League,2021-22,Away,0,1,,2,0,0,1567,1727,2,2,6,4
2021-04-13,La Liga,2021-22,Home,1,1,3.0,0,0,0,1079,1554,2,2,5,1
2021-04-13,Serie A,2021-22,Home,2,1,,1,0,0,1835,1681,3,1,5,2
2021-04-14,La Liga,2022-23,Away,0,0,2.0,2,0,1,1347,1172,0,0,7,4
2021-04-15,Bundesliga,2020-21,Home,1,2,3.0,4,0,0,1834,1759,3,2,4,6
2021-04-15,Bundesliga,2022-23,Away,1,0,1.0,2,0,0,1665,1480,1,0,4,3
2021-04-15,La Liga,2022-23,Away,1,1,3.0,2,1,0,1660,1552,2,1,3,2
2021-04-16,Bundesliga,2020-21,Home,1,0,6.0,4,0,0,1251,1691,4,0,8,4
2021-04-16,La Liga,2022-23,Neutral,0,0,0.0,4,0,0,1321,1323,1,1,3,4
2021-04-16,Ligue 1,2023-24,Home,0,0,3.0,2,0,0,1471,1165,1,0,4,4
2021-04-17,Premier League,2020-21,Away,0,1,4.0,1,0,0,1814,1416,2,1,4,3
2021-04-17,Premier League,2021-22,Home,1,1,1.0,0,0,0,1497,1544,2,1,2,3
2021-04-18,Serie A,2020-21,Away,0,0,5.0,1,0,0,1391,1344,1,0,10,2
2021-04-18,La Liga,2022-23,Away,2,0,2.0,1,0,0,1583,1410,3,1,4,2
2021-04-18,Serie A,2022-23,Away,0,0,3.0,4,0,0,1256,1757,0,1,5,4
2021-04-18,Premier League,2023-24,Away,1,1,4.0,2,0,0,1569,1344,1,2,6,4
2021-04-18,Premier League,2020-21,Away,0,0,1.0,0,0,0,1248,1300,0,0,2,3
2021-04-19,Ligue 1,2023-24,Away,1,1,0.0,3,0,0,1032,1365,1,1,1,5
2021-04-19,Premier League,2023-24,Away,1,0,1.0,1,0,0,1216,1579,3,1,1,4
2021-04-19,Ligue 1,2020-21,Home,1,0,1.0,4,0,0,1663,1356,1,0,2,7
2021-04-19,Bundesliga,2023-24,Away,2,0,4.0,6,0,0,1345,1687,4,1,6,10
2021-04-19,Premier League,2020-21,Away,1,1,2.0,0,0,0,1662,1594,2,1,6,2
2021-04-20,Bundesliga,2020-21,Away,0,1,1.0,0,0,0,1935,1668,1,3,3,2
2021-04-20,Ligue 1,2023-24,Away,2,1,1.0,1,0,0,1391,1189,3,2,2,2
2021-04-20,Bundesliga,2021-22,Home,1,1,3.0,0,0,0,1501,1481,1,1,5,3
2021-04-21,Serie A,2022-23,Home,0,0,2.0,1,0,0,1426,1414,2,0,3,4
2021-04-21,Ligue 1,2020-21,Home,0,0,1.0,1,0,1,1227,1489,1,1,2,4
2021-04-22,Bundesliga,2022-23,Home,3,0,0.0,2,0,0,1776,1364,3,0,3,4
2021-04-22,La Liga,2021-22,Neutral,2,2,0.0,0,0,0,1033,1423,2,5,2,1
2021-04-22,Serie A,2022-23,Home,1,2,0.0,4,0,0,888,1531,1,3,5,7
2021-04-23,Bundesliga,2021-22,Away,2,1,3.0,1,0,0,1406,1415,4,2,6,4
2021-04-23,Serie A,2023-24,Away,0,1,2.0,3,0,0,1552,1726,1,2,5,6
2021-04-23,Serie A,2021-22,Home,2,0,2.0,0,0,0,1154,1473,4,0,2,1
2021-04-24,Serie A,2021-22,Away,0,1,2.0,1,1,0,1426,1632,0,1,3,2
2021-04-24,La Liga,2022-23,Home,0,0,3.0,4,0,0,1339,1400,1,1,4,8
2021-04-24,Serie A,2020-21,Away,1,0,1.0,3,0,0,1573,1564,1,2,6,4
2021-04-25,Serie A,2022-23,Home,1,1,2.0,1,0,0,1441,1322,1,1,4,4
2021-04-25,La Liga,2021-22,Away,0,0,2.0,1,0,0,1557,1459,1,0,3,3
2021-04-25,La Liga,2023-24,Home,0,2,,2,0,0,1745,1697,0,2,3,6
2021-04-25,Serie A,2022-23,Away,1,2,4.0,0,1,0,1258,1493,1,2,4,1
2021-04-25,,2021-22,Home,0,0,4.0,2,1,0,1737,1538,1,0,6,3
2021-04-26,,2022-23,Home,1,1,7.0,3,1,0,1302,1698,3,2,8,4
2021-04-26,Serie A,2023-24,Away,1,1,1.0,1,0,0,1566,1204,3,3,4,1
2021-04-27,La Liga,2022-23,Away,0,0,5.0,0,0,0,1436,1154,0,0,6,3
2021-04-27,Premier League,2023-24,Away,1,1,,0,0,0,1626,1089,1,3,3,0
2021-04-27,La Liga,2023-24,Home,2,1,4.0,1,0,0,1855,1631,4,1,5,4
2021-04-27,La Liga,2020-21,Away,1,1,6.0,3,0,0,1424,1724,3,2,9,5
2021-04-27,La Liga,2021-22,Away,1,0,3.0,2,1,0,1052,1325,2,1,4,6
2021-04-27,Bundesliga,2020-21,Home,0,1,3.0,2,1,0,1586,1351,0,1,4,5
2021-04-28,Premier League,2021-22,Home,2,0,2.0,1,0,0,1640,1599,2,0,4,3
2021-04-29,La Liga,2022-23,Away,0,1,1.0,4,0,1,1546,1863,0,1,5,5
2021-04-29,La Liga,2021-22,Home,0,1,1.0,2,0,0,1912,1354,2,2,3,5
2021-04-29,Ligue 1,2020-21,Away,2,1,2.0,1,0,0,1413,1708,2,1,3,1
2021-04-29,Bundesliga,2022-23,Home,1,0,3.0,2,0,0,1524,1300,2,1,5,4
2021-04-30,Premier League,2023-24,Home,0,1,,1,0,0,1449,1284,0,1,4,3
2021-04-30,La Liga,2022-23,Home,1,0,6.0,3,0,0,1314,1634,2,0,6,4
2021-04-30,Bundesliga,2023-24,Home,3,3,1.0,0,0,0,1667,1654,3,4,2,2
2021-04-30,Premier League,2020-21,Home,0,1,2.0,2,0,0,1587,1320,1,1,4,5
2021-05-01,La Liga,2021-22,Home,2,1,4.0,3,0,0,1585,1491,2,2,6,4
2021-05-01,Premier League,2020-21,Home,2,0,3.0,1,0,0,1387,1614,5,0,4,2
2021-05-01,La Liga,2023-24,Away,0,3,1.0,6,0,0,1730,1271,1,3,5,9
2021-05-01,Premier League,2023-24,Home,0,3,2.0,2,0,0,1661,1733,2,4,5,6
2021-05-02,,2020-21,Home,0,0,2.0,3,0,0,1212,1200,2,1,5,4
2021-05-02,Premier League,2021-22,Away,0,1,2.0,2,0,0,1498,1405,1,1,4,3
2021-05-03,La Liga,2020-21,Home,1,1,1.0,6,0,0,1541,1248,1,2,3,8
2021-05-03,Premier League,2020-21,Neutral,1,0,1.0,2,0,0,1587,1335,2,3,3,4
2021-05-03,La Liga,2022-23,Home,0,0,2.0,4,0,0,1640,1269,2,0,7,9
2021-05-03,La Liga,2023-24,Home,0,0,1.0,1,0,0,1775,1625,1,0,3,3
2021-05-04,Bundesliga,2020-21,Home,2,0,2.0,1,0,0,1512,1580,4,1,2,3
2021-05-04,Ligue 1,2023-24,Home,0,1,2.0,2,1,0,1355,1493,0,1,8,4
2021-05-04,La Liga,2021-22,Away,0,2,2.0,2,0,1,1327,1408,1,2,2,4
2021-05-04,La Liga,2021-22,Home,0,1,4.0,5,0,0,1384,1393,1,2,6,7
2021-05-04,Premier League,2020-21,Away,0,3,0.0,0,0,0,1310,1167,4,3,1,3
2021-05-04,Serie A,2022-23,Neutral,0,1,2.0,3,0,0,1404,1557,2,2,4,5
2021-05-04,Bundesliga,2021-22,Home,1,0,2.0,2,0,0,1462,1056,1,0,3,3
2021-05-04,Ligue 1,2020-21,Home,1,1,2.0,3,0,0,1650,1462,2,1,3,5
2021-05-04,Bundesliga,2023-24,Home,2,0,2.0,2,0,0,1312,1833,2,2,5,4
2021-05-05,La Liga,2022-23,Home,1,0,2.0,3,0,0,1550,1466,2,2,8,5
2021-05-05,Ligue 1,2021-22,Away,0,2,3.0,0,0,0,1244,1533,0,3,4,1
2021-05-05,Serie A,2022-23,Away,1,1,6.0,0,0,0,1580,1627,3,2,7,2
2021-05-06,Ligue 1,2020-21,Away,1,1,3.0,2,0,0,1508,1411,2,1,3,3
2021-05-06,Ligue 1,2020-21,Home,0,3,2.0,2,0,0,1327,1518,0,4,4,3
2021-05-06,La Liga,2020-21,Home,2,0,3.0,1,0,0,1703,1242,2,0,5,1
2021-05-07,Premier League,2020-21,Away,0,0,2.0,3,0,0,1645,1632,1,0,6,4
2021-05-07,La Liga,2021-22,Away,0,2,1.0,3,0,0,1562,1189,1,4,3,5
2021-05-08,Serie A,2021-22,Home,1,0,4.0,3,0,0,1361,1741,1,0,5,8
2021-05-08,Premier League,2020-21,Home,2,1,1.0,3,0,0,1409,1203,3,1,2,4
2021-05-09,Premier League,2023-24,Home,0,1,2.0,0,0,0,1518,1667,1,2,5,2
2021-05-09,La Liga,2021-22,Home,1,0,1.0,1,0,0,1807,1773,1,1,2,3
2021-05-10,Bundesliga,2022-23,Home,1,0,1.0,1,0,0,1598,1410,2,2,3,2
2021-05-10,Serie A,2023-24,Home,0,0,4.0,0,0,0,1336,1610,1,0,6,1
2021-05-10,La Liga,2021-22,Away,1,1,3.0,2,0,0,1706,1486,2,1,5,7
2021-05-10,Ligue 1,2020-21,Home,1,2,1.0,2,0,0,1497,1436,1,3,1,5
2021-05-10,Premier League,2020-21,Away,1,0,3.0,2,0,0,1627,1784,2,0,6,3
2021-05-11,La Liga,2022-23,Home,1,1,3.0,0,0,0,1573,1597,1,1,8,1
2021-05-11,Premier League,2023-24,Home,2,0,3.0,1,0,0,1439,1352,2,2,4,4
2021-05-11,La Liga,2023-24,Away,0,0,2.0,1,0,0,1191,1522,0,1,2,1
2021-05-12,Bundesliga,2020-21,Home,2,0,2.0,3,0,0,1422,1366,3,0,4,5
2021-05-12,Bundesliga,2022-23,Away,0,1,2.0,2,0,0,1100,1744,0,1,5,4
2021-05-12,La Liga,2021-22,Home,0,1,2.0,1,0,0,1864,1421,0,1,4,2
2021-05-12,Premier League,2020-21,Away,1,1,1.0,0,0,0,1382,1590,2,2,2,3
2021-05-13,La Liga,2023-24,Away,1,2,,2,0,0,1406,1492,3,3,6,3
2021-05-13,Premier League,2020-21,Home,1,0,3.0,2,0,0,1407,1661,2,1,6,3
2021-05-13,Premier League,2021-22,Home,1,0,1.0,1,1,0,1407,1150,2,1,3,2
2021-05-14,Bundesliga,2023-24,Away,0,0,3.0,6,0,0,1543,1675,0,2,4,7
2021-05-14,La Liga,2020-21,Home,3,0,0.0,1,0,0,1337,1653,3,0,4,2
2021-05-14,Bundesliga,2020-21,Home,1,0,4.0,2,0,1,1287,1348,2,1,5,3
2021-05-14,Premier League,2023-24,Away,0,0,,0,0,0,1677,1334,0,0,3,1
2021-05-14,,2023-24,Neutral,2,1,3.0,3,0,0,1262,1495,2,2,7,4
2021-05-15,Premier League,2023-24,Home,0,2,2.0,2,0,0,1337,1247,0,4,6,3
2021-05-15,Premier League,2020-21,Away,1,1,2.0,3,0,0,1564,1169,1,1,4,4
2021-05-15,Bundesliga,2023-24,Home,2,0,3.0,2,0,0,1447,1636,3,2,7,3
2021-05-16,Premier League,2020-21,Home,0,0,2.0,2,0,0,1443,1491,0,2,5,3
2021-05-16,Serie A,2022-23,Home,0,0,,2,0,0,1551,1464,0,3,3,6
2021-05-16,Ligue 1,2021-22,Home,0,1,,4,0,0,1298,1520,0,1,4,8
2021-05-16,Ligue 1,2021-22,Home,0,2,1.0,0,0,0,1484,1302,0,2,1,1
2021-05-16,La Liga,2022-23,Home,0,1,2.0,2,0,0,1267,1452,1,2,3,6
2021-05-16,Bundesliga,2021-22,Home,0,0,,1,0,0,1397,1769,2,0,4,2
2021-05-17,Ligue 1,2023-24,Away,0,1,0.0,0,0,0,1363,1183,0,2,0,4
2021-05-18,Ligue 1,2022-23,Away,0,1,3.0,1,0,1,1370,1430,1,3,4,3
2021-05-18,Bundesliga,2021-22,Away,0,0,1.0,3,0,0,1295,1369,2,2,4,3
2021-05-19,Premier League,2023-24,Home,0,1,4.0,2,0,0,1756,1417,2,1,6,5
2021-05-20,La Liga,2020-21,Home,0,1,2.0,3,0,0,1516,1411,1,2,4,5
2021-05-20,Bundesliga,2023-24,Home,0,0,2.0,1,0,0,1095,1074,2,0,4,2
2021-05-21,Serie A,2023-24,Away,1,1,2.0,3,0,0,1764,1243,4,2,7,4
2021-05-21,La Liga,2020-21,Home,2,1,2.0,4,0,0,1402,1262,3,1,2,9
2021-05-22,,2021-22,Away,1,0,3.0,0,0,0,1604,1298,1,1,7,4
2021-05-22,Premier League,2023-24,Away,0,1,2.0,2,0,0,1553,1425,1,3,9,6
2021-05-22,Bundesliga,2022-23,Home,2,0,1.0,2,0,0,1732,1293,4,1,6,4
2021-05-22,Ligue 1,2020-21,Home,1,1,4.0,1,0,0,1202,1537,4,3,7,3
2021-05-22,La Liga,2020-21,Away,0,0,4.0,1,0,0,1328,1421,1,0,6,3
2021-05-23,Premier League,2021-22,Home,1,1,4.0,3,0,0,1726,1431,1,3,4,4
2021-05-23,Ligue 1,2023-24,Away,0,2,1.0,0,0,0,1454,1635,0,2,4,1
2021-05-23,Premier League,2022-23,Away,1,1,3.0,3,0,0,1932,1521,1,1,7,3
2021-05-23,Premier League,2020-21,Home,0,0,2.0,2,0,0,1440,1508,1,1,4,6
2021-05-23,,2022-23,Home,0,0,2.0,3,1,0,1533,1345,0,1,7,7
2021-05-23,Bundesliga,2022-23,Home,0,1,3.0,4,0,0,1578,1481,0,1,3,8
2021-05-25,Premier League,2020-21,Home,2,1,3.0,1,0,0,1895,1461,2,1,4,2
2021-05-26,Ligue 1,2021-22,Away,2,3,1.0,1,0,0,1451,1450,4,3,2,4
2021-05-26,Bundesliga,2022-23,Home,0,0,6.0,3,0,0,1170,1502,1,1,10,4
2021-05-27,Serie A,2022-23,Home,1,1,3.0,5,0,0,1474,1673,2,3,6,8
2021-05-27,Serie A,2022-23,Away,2,0,0.0,2,0,0,1516,1483,2,1,4,2
2021-05-28,La Liga,2023-24,Home,0,0,0.0,2,0,0,1256,1437,0,1,2,7
2021-05-28,Serie A,2022-23,Neutral,0,0,0.0,1,0,0,1658,1309,1,0,5,4
2021-05-29,La Liga,2022-23,Away,1,3,1.0,1,0,0,1573,1166,2,4,2,6
2021-05-29,La Liga,2020-21,Neutral,0,0,3.0,3,0,0,1488,1267,0,0,5,5
2021-05-29,Serie A,2021-22,Home,1,2,6.0,2,0,0,1883,1756,1,4,6,5
2021-05-29,Premier League,2023-24,Away,0,0,3.0,1,0,0,1270,1153,0,0,5,1
2021-05-29,Serie A,2021-22,Home,1,0,2.0,1,0,0,1583,1345,2,0,5,2
2021-05-29,Ligue 1,2020-21,Home,1,0,2.0,4,0,0,1166,1812,1,0,3,4
2021-05-30,Ligue 1,2023-24,Away,0,0,3.0,0,0,0,1744,1789,2,0,5,0
2021-05-30,La Liga,2021-22,Home,0,1,1.0,2,0,0,1629,1450,3,2,4,5
2021-05-30,La Liga,2023-24,Away,0,4,3.0,6,0,0,1689,1013,1,6,3,7
2021-05-30,Serie A,2022-23,Home,0,1,2.0,6,0,0,1315,1443,2,2,4,7
2021-05-31,La Liga,2020-21,Home,1,1,2.0,3,0,0,1437,1170,1,2,3,4
2021-06-01,La Liga,2023-24,Away,0,2,3.0,1,0,0,1449,1419,1,2,6,4
2021-06-01,Serie A,2023-24,Away,0,0,1.0,2,0,0,1401,1310,1,0,2,4
2021-06-01,Serie A,2022-23,Away,0,1,3.0,2,0,0,1745,1323,2,2,5,4
2021-06-01,Premier League,2020-21,Away,0,1,2.0,3,0,0,1125,1265,0,2,4,5
2021-06-01,La Liga,2020-21,Home,0,0,3.0,0,0,0,1319,1603,1,2,3,1
2021-06-01,Serie A,2020-21,Away,2,0,0.0,0,0,0,1574,1542,2,0,7,1
2021-06-02,La Liga,2020-21,Home,1,0,1.0,2,0,0,1490,1763,1,1,2,3
2021-06-02,Premier League,2021-22,Away,1,1,3.0,0,0,0,1471,1721,2,2,5,4
2021-06-03,Bundesliga,2021-22,Home,1,1,5.0,3,0,0,1259,1561,2,3,5,6
2021-06-03,Serie A,2020-21,Home,1,2,3.0,3,0,0,1605,1498,2,2,4,4
2021-06-03,Premier League,2020-21,Away,1,1,1.0,5,0,1,1492,1202,3,2,1,7
2021-06-03,Bundesliga,2020-21,Home,0,0,3.0,0,0,0,1356,1432,2,0,3,3
2021-06-04,La Liga,2023-24,Home,1,0,3.0,0,0,0,1788,1965,3,0,3,0
2021-06-04,La Liga,2022-23,Home,0,1,3.0,2,0,0,1528,1281,0,1,8,3
2021-06-04,Ligue 1,2021-22,Home,0,0,0.0,3,0,0,2016,1090,0,0,3,4
2021-06-04,Ligue 1,2021-22,Away,0,0,1.0,3,0,0,1624,1382,1,0,4,3
2021-06-05,Serie A,2020-21,Away,0,0,1.0,0,0,0,1356,1494,0,0,1,2
2021-06-06,Bundesliga,2020-21,Away,0,0,5.0,2,0,0,1526,1398,0,1,7,4
2021-06-06,Bundesliga,2020-21,Home,3,1,,1,0,0,1539,1130,3,1,6,2
2021-06-07,La Liga,2021-22,Home,0,1,0.0,1,0,0,1169,1526,0,2,3,2
2021-06-07,Serie A,2021-22,Home,0,0,3.0,1,0,0,1463,1441,1,0,4,3
2021-06-07,Ligue 1,2021-22,Home,1,1,3.0,3,0,0,1453,1492,3,1,7,3
2021-06-07,Premier League,2021-22,Home,1,0,4.0,0,0,0,1330,1761,3,1,6,1
2021-06-07,Premier League,2020-21,Away,0,0,4.0,1,0,0,1302,1531,0,1,4,3
2021-06-08,Ligue 1,2021-22,Home,0,0,2.0,1,0,0,1486,1332,0,0,6,7
2021-06-08,Serie A,2023-24,Away,3,0,1.0,3,0,0,1475,1757,4,0,3,3
2021-06-08,Bundesliga,2023-24,Away,1,0,2.0,2,0,0,1876,1719,1,0,5,3
2021-06-09,Bundesliga,2021-22,Away,0,2,2.0,0,0,0,1458,1601,0,4,5,3
2021-06-09,Premier League,2023-24,Home,0,0,1.0,2,0,0,1247,1269,0,1,2,2
2021-06-09,Ligue 1,2023-24,Home,0,0,1.0,2,0,0,1421,1505,1,0,2,5
2021-06-09,Bundesliga,2021-22,Home,0,1,1.0,1,0,0,1375,1783,1,2,2,2
2021-06-09,La Liga,2021-22,Home,1,0,4.0,1,0,1,1610,1763,1,0,5,2
2021-06-10,Ligue 1,2022-23,Home,0,0,2.0,2,0,0,1358,1336,0,1,5,4
2021-06-10,La Liga,2022-23,Home,1,0,1.0,1,0,0,1433,1673,2,2,2,6
2021-06-10,Ligue 1,2022-23,Home,0,0,0.0,1,0,0,1123,1454,1,1,4,2
2021-06-10,Premier League,2022-23,Home,0,0,3.0,5,0,0,1535,1407,0,0,3,8
2021-06-10,La Liga,2023-24,Home,0,0,6.0,2,0,0,1700,1392,1,2,8,2
2021-06-11,Serie A,2021-22,Neutral,1,1,4.0,2,0,0,1939,1590,2,3,6,2
2021-06-11,Bundesliga,2021-22,Home,0,0,4.0,4,0,0,1235,1652,1,1,6,5
2021-06-11,Ligue 1,2023-24,Away,0,0,2.0,4,0,0,1371,1446,0,0,5,5
2021-06-12,Serie A,2020-21,Home,0,1,5.0,2,0,0,1534,1457,1,2,7,4
2021-06-13,Premier League,2023-24,Home,1,0,2.0,4,1,0,1579,1406,2,1,5,5
2021-06-13,La Liga,2021-22,Home,0,0,6.0,2,0,0,1660,1386,2,0,7,3
2021-06-14,Ligue 1,2022-23,Away,1,0,4.0,1,0,0,1494,1269,1,2,9,1
2021-06-14,Ligue 1,2022-23,Home,0,0,3.0,0,0,0,1361,1261,1,0,6,1
2021-06-14,Bundesliga,2020-21,Away,0,1,2.0,2,0,0,1426,1668,1,1,2,4
2021-06-14,Premier League,2021-22,Away,2,1,4.0,3,0,0,1471,1754,3,3,7,3
2021-06-14,,2021-22,Away,2,2,2.0,1,0,0,1220,1603,2,3,5,2
2021-06-14,Ligue 1,2022-23,Away,0,0,0.0,2,0,0,1535,1683,0,0,1,7
2021-06-15,La Liga,2022-23,Home,1,1,2.0,6,0,0,1636,1496,2,2,5,8
2021-06-16,La Liga,2021-22,Home,0,1,3.0,2,0,0,1484,1222,2,3,3,2
2021-06-16,Serie A,2020-21,Away,1,0,4.0,1,0,0,1549,1478,1,1,8,2
2021-06-16,Premier League,2020-21,Away,2,1,4.0,0,0,0,1483,1628,3,2,7,0
2021-06-17,Bundesliga,2021-22,Away,1,0,1.0,0,0,0,1251,1504,1,0,2,2
2021-06-17,La Liga,2022-23,Home,1,0,2.0,1,0,0,1624,1466,2,2,5,2
2021-06-17,Serie A,2021-22,Away,1,0,0.0,0,0,0,1360,1741,3,0,1,4
2021-06-17,Ligue 1,2022-23,Away,1,0,4.0,2,0,0,1510,1479,2,2,6,3
2021-06-18,Ligue 1,2021-22,Home,0,0,0.0,1,0,0,1694,1711,1,0,2,2
2021-06-18,La Liga,2021-22,Home,0,0,1.0,1,0,0,1660,1398,0,1,3,2
2021-06-18,Serie A,2021-22,Home,0,0,2.0,0,0,0,1541,1978,2,0,5,1
